글번호,공개여부,제목,등록일,작성자,처리지사,진행현황,내용,답변자,답변내용
163241,공개,신규직원채용시 일자리안정자금은 어떻게...,2019-06-26,심**,콜센터,처리완료,신규직원도 일자리 안정자금 대상인데 자동으로 적용되나요? 아님  새로 신청해야되나요?,콜센터,"   고객님 안녕하십니까? 근로복지공단 콜센터입니다.  먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다.   문의하신 신규입사자 일자리안정자금 지원신청 관련 안내드리겠습니다.  현재 일자리안정자금지원 사업장의 신규 입사자일 경우, 고용보험 피보험자격 취득신고서로 제출, 신고서상 일자리안정자금 희망여부 체크로 신청 가능합니다.   이미 고용보험 피보험자격 취득신고를 하셨다면, 지원대상 근로자월평균보수변경신고서(신청서상의 '일자리 안정자금 신청'체크란에 체크) 작성하셔서 사업장 관할 근로복지공단 지사로 제출하시기 바랍니다.  단, 공동주택 및 고용보험적용 제외 사업장은 기존과 동일하게 추가 신청 지원 대상해주셔야 됩니다.   신청서가 관할지사로 접수되면 일자리안정자금 지원 대상 및 요건 등에 대해 심사를 진행하여 지원 여부가 결정되게 됨을 참고 부탁드립니다.   서식 다운로드 경로 및 접수 관할지사 찾기 관련 안내드리겠습니다.    ■ 서식 다운로드 : 일자리안정자금 홈페이지(http://jobfunds.or.kr)   (상단)신청방법 - 신청서다운로드 메뉴에서 다운로드 또는 콜센터 통해 팩스/이메일 요청가능  ■ 관할지사 찾기 : 근로복지공단 홈페이지(/www.kcomwel.or.k) - (상단)공단소개 - 조직안내 - 지역본부 및 지사 메뉴에서 확인 또는 콜센터 통해 지사 확인 가능    기타 궁금한 사항이 있으시면 근로복지공단 콜센터(☎1588-0075)로 전화 주시면 성심성의껏 답변해 드리겠습니다.  감사합니다. 고객님의 가정에 기쁨과 행복이 늘 함께 하길 기원하겠습니다.  ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료 등으로 사용할 수 없으니 참고하시기 바랍니다. "
163236,공개,장기요양기관 일자리 안정자금 문의,2019-06-26,박**,콜센터,처리완료,"요양보호사입니다 재가방문센터에서는 최저임금 8,350, 주휴수당 포함해서 10,020원이상 주면 일자리 안정자금을 받을 수 없다고 하면서 최저임금 8,350이상 줄 수 없다고 합니다. 공단은 최저임금의 120%이하 노동자에게 일자리 안정자금을 지급한다고 하였습니다.  근로복지공단 상담사는 일자리 안정자금은 시급을 최저임금 8,350원과 10,081원 미만 까지  지급대상이라고 하면서 주휴수당 포함해서 이 금액이라고 안내하였습니다.  그리고 상담사는 장기요양의 경우 근로계약서에 8,350원을 기재하시고 근로계약서를 첨부하라고 안내하고 있다고 하였습니다. 센터들이 일자일안정자금을 지원받기 위해서 요양보호사들의 시급을 8,350원을 못 박고 있는 있는거와 다름없는 결과 입니다  질문 시급을 최저임금인 8,350원의 120%인 10,020원을 시급으로 계약해도  일자리 안정자금을 받을 수 있는지 문의드립니다 이 경우, 10,020원의 시급은 주휴수당 미 포함 금액입니다.",콜센터,"고객님 안녕하십니까?근로복지공단 콜센터입니다.먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다.일자리 안정자금을 지원 신청한 사업장에서는 최저임금 준수가 되어야하며, 일자리 안정자금 지원 기준이 되는 월평균보수는('19년도 지급되는 보수총액을 해당월수로 나눈 월평균보수를 말하며, 소득세법상의 비과세소득을 제외한 총급여액) 210만원 이하여야합니다.월평균보수 210만원은 주40시간 근로자를 기준으로 산정된 금액이나,주 40시간 미만 근로자의 경우에도 월평균 보수는 210만원 이하이어야하며, 주 소정근로시간과 정액급여를 기준으로 산정한 시간급 정액급여가 최저임금의 100%이상 120%이하인 경우에 지급합니다.신청서에 기재된 정액급여를 소정근로시간으로 나눈 시간급 임금을 기준으로 최저임금 준수여부를 판단하며, 월급근로자는 월정액급여/월소정 근로시간, 주급근로자는 주정액급여/주소정근로시간, 시간급근로자는 시간급 임금으로 확인하며,월근제와 주급제의 경우 최저임금 산입범위에 속하는 임금을 계산할때 유급주휴시간을 포함하여 산정합니다.일자리 안정자금은 사업장을 관할하는 지사에서 전산상으로 여러가지 요건에 대한 심사를 통해 이루어지며, 필요시 담당자가 추가적으로 확인(근로계약등) 요청을 할수도 있으므로, 인터넷상담실에서는 지원여부에 대해 확답 드릴수 없으며, 일반적인 답변만 드릴수 있는점 양해 부탁드립니다.좀더 자세한 상담을 원하신다면, 사업장을 관할하는 근로복지공단 지역본부 및 지사의 경영복지부로 문의해주시기 바랍니다.[지사찾기 경로]근로복지공단 홈페이지(www.kcomwel.or.kr)→공단소개→지역본부 및 지사→주소 혹은 지역본부 관할로 검색 기타 궁금한 사항이 있으시면 근로복지공단 콜센터(☎1588-0075)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다. 이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다. ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다. "
163233,공개,일자리안정자금 지원금 계좌 변경,2019-06-26,홍**,콜센터,처리완료,일자리안정자금 지원금을 받는 계좌를 변경하고자합니다. 답변 남겨주시기 바랍니다.,콜센터,"고객님 안녕하십니까?근로복지공단 콜센터입니다.먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다.[일자리안정자금 지원계좌 변경신청]○ 신청서식명칭 : 『일자리 안정자금 사업장 변경 신고서』(지원년도     년)    [별지 제11호서식]  <개정 2019.1.1.> ○ 접수 방법 : 팩스, 우편, 방문, 온라인 접수 ○ 접수처 : 사업장관할 근로복지공단 지사  [서식다운로드경로] 근로복지공단홈페이지 > 뉴스룸 > 자료마당 > 서식자료<근로복지공단 지사 (팩스)찾기>근로복지공단홈페이지 → 조직안내 → 지역본부 및 지사 ※ 작성요령 : 지원년도 ( 2019 년) 기재 > 사업장 정보 기재 > 계좌 및 지원금 결정통지방법 중 [계좌정보] 내용 기재 > 날짜 및 서명 날인     [(온라인) 토탈서비스 경로] http://total.kcomwel.or.kr      사업장 >  민원접수/신고 > 일자리안정지원신청 > 일자리지원 사업장 변경 신고▣ 일자리안정자금 관련된 사항은  - 근로복지공단홈페이지 http://www.kcomwel.or.kr - 일자리안정자금홈페이지 http://jobfunds.or.kr 통해 다양한 정보확인이 가능한 점 참고바랍니다기타 궁금한 사항이 있으면  근로복지공단 콜센터[☎1588-0075 → 상담사연결'0'번 → 일자리 안정자금 문의'0'번]로 전화를 주시면 성심 성의껏 답변해 드리겠습니다. 장마로 인해 습한 날씨에 건강관리 유의하시고 업무처리 잘 되시길 바라겠습니다. 근로복지공단은 보다 더 나은 서비스를 제공하고자  항상 노력하겠습니다. 이용해 주셔서 감사합니다.  ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다. "
163225,공개,일자리안정자금에 관하여 문의드립니다....,2019-06-26,이**,콜센터,처리완료,"안녕하세요  더운 날씨에 수고가 많으십니다. 일자리안정자금을 신청하고자 하는데 지원자격과 수급방법에 대해 문의드립니다. 저는 상시근로자 5인미만 사업장의 근로자이고 월 평균 보수액은 2,000,000원입니다. 거기에 식대명목으로 지급되는 금액이 150,000원입니다. 근로복지공단으로부터 받아 본 자료의 일자리안정자금 지원요건을 읽어보니 제외 대상에 19년도의 월평균보수가 210만원을 초과하는 근로자라고 써있네요. 그 이외의 조건은 충족하고 있습니다만, 저 같은 경우는 지원대상으로 분류되는지 궁금합니다.  그리고 수급방법에 대해서 여쭤봅니다. 일자리안정자금을 지원받게 된다면 직접 수급방식이 아닌 보험료에서 차감하는 방식으로 지원을 받게 될 경우 근로자의 급여실수령액이 지원금액만큼 늘어나는 것이 맞는지요?  금액산정기준에 따라 다르겠지만 지원을 받게 된다면 월 지원금액은 얼마가 될 지 궁금합니다.  요약하자면  1. 지원대상 여부 2. 수급방법 3. 지원금액 위 세가지 입니다. 답변 기다리겠습니다. 수고하세요.",콜센터,"고객님 안녕하십니까?근로복지공단 콜센터입니다.먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다.고객님께 2019년 06월 26일 13:52분경 연락 드려, 상담 등록하신 내용에 대해 답변을 드렸으며, 통화 내용으로 답변을 갈음하고자 합니다.상담내용 간략히 전달드리니 참고바랍니다.○ 일자리안정자금 지원금 대상 일자리안정자금 지원금 대상 및 신청의 주체는 30인 미만 근로자를 고용하고 있는 사업주입니다.  * 일자리안정자금 지원 요건 1. 월 평균 보수액 210만원 이하 근로자(1개월 이상 고용 유지)    ※ 2020년 확정 보수총액(19년분)을 토대로 산정된 월평균 보수가 210만원의 110%       수준인 231만원을 초과하는 경우 전액 환수 2. 최저임금 준수 및 고용보험 가입 원칙 3. 지원 근로자 고용유지 노력 의무  * 일자리 안정자금 지원제외 사업(주) 1. 고소득 사업자(과세소득 5억 초과) 2. 임금체불 명단 공개중인 사업주 3. 국가 등 공공부문 4. 국가 등으로부터 인건비 지원 사업주 5. 최저임금 위반 사업주 고객님의 문의 내용과 관련하여 위의 일반적인 일자리안정자금 지원금 대상 및 요건 등에 모두 해당할 경우 일자리 안정자금 지원금 대상에 해당합니다.신청서 접수이전에는 심사가 이루어지지않아 대상여부에 대한 확답을 드리지 못한점 양해바랍니다.○ 일자리안정자금 수급방법 - 직접지급 or 사회보험료 대납방식 중 사업주 선택 - 월 1회 지급(매월 15일) (수급방식은 신청당시 선택한 방법으로 지급되며 중도에 변경할 수 없습니다.) ○ 일자리안정자금 지원금액  주 40시간 이상 근무자의 월평균보수가 최저임금(1.745.150원) 이상인 경우 근로자 1인당 월 13만원 정액 지급※ 5인 미만 사업장의 경우 추가지원 금액 발생되어 기존 산정금액 + 2만원 추가지급으로 월 15만원 지급 됨 기타 궁금한 사항이 있으시면 근로복지공단 콜센터(☎1588-0075 ☞ 0번 ☞ 0번)로 전화 주시면 성심성의껏 답변해 드리겠습니다.  감사합니다. 고객님의 가정에 늘 기쁨과 행복이 함께 하시길 기원하겠습니다.  ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료 등으로 사용할 수 없으니 참고하시기 바랍니다."
163165,공개,일자리안정자금 수급여부 확인요청,2019-06-24,최**,콜센터,처리완료,대표자 : 최철민 상호  : 홍짜장수원nc터미널점 사업자 : 152-16-01048  안녕하세요. 지난달에 비해 이번달 건보료 등이 너무 많이 올라서 이렇게 글 올립니다. 이번달 지난달 차이가 뭔지 궁금합니다.  기존수급이 이제 수급이 안되는건가요 ?,콜센터,"고객님 안녕하십니까? 근로복지공단 콜센터입니다. 먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다. 고객님께서 문의하신 내용과 관련하여 2019년 6월 25일 10:19분경 연락드린 내용으로 답변을 갈음하고자 합니다.[요약답변]해당 사업장의 일자리안정자금은 정상 지원되었으며, 건강보함료 경감 내용은 안내해드린 ☎1577-1000 건강보험공단으로 확인 부탁드립니다. 기타 궁금하신 사항은 근로복지공단 콜센터(☎1588-0075 ☞ 0 ☞ 0)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다. 보다 나은 서비스 제공을 위해 항상 노력하겠습니다.  오늘도 행복한 하루 보내시길 바랍니다.   ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다."
163156,공개,일자리 안정자금 자격충족여부 확인요망...,2019-06-24,최**,콜센터,처리완료,아이스크림할인점(소매업)을 운영중이면 아르바이트 2명을 채용해서 운영 중인데 2명 모두 주 근무시간은 16시간 미만입니다. 일자리 안정자금을 받을수 있는지 상담받고 싶습니다. 전화 부탁드립니다,콜센터,"고객님 안녕하십니까?근로복지공단 콜센터입니다.먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다.문의하신 내용에 대하여 '19.6.25 9:50분경 유선상으로 안내해드렸습니다.필요한 서식은 접수하실 곳 팩스번호를 기재하여 요청하신 메일로 발송해드렸습니다.  기타 궁금한 사항이 있으시면 근로복지공단 콜센터(☎1588-0075 상담사연결'0'번, 일자리 안정자금 문의'0'번)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다. 이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다. ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다."
163146,공개,일자리안정자금착오지급 확인요청,2019-06-24,김**,콜센터,처리완료,"회사명 : 센트마상가관리위원회  사업자등록번호 : 617-82-78898   직원2명 임종선 : 보수월액 2,508,505 원        김종순 : 보수월액 1,901,695 원 금년 1월경 지급신청을 했는데 월평균보수월액초과로 지급되지 않다가 4월경 임종선 앞으로 130,0000 원이 지급 되었습니다.   2,100,000 원 이하여야 지급대상이 되는 것으로 알고 있는데 김종순 직원이   대상이 될텐데 바꿔 지급된것 같습니다. 확인부탁드립니다.",콜센터,고객님 안녕하십니까? 근로복지공단 콜센터입니다. 먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다.★ 고객님께서 문의하신 일자리안정자금 지급내역에 대해서 2019.06.24.14:50분경에 유선 안내드렸습니다. 기타 궁금한 사항이 있으시면 근로복지공단 콜센터(☎1588-0075)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다. 이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다. ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다.
163060,공개,일자리안정자금 신청방법,2019-06-19,유**,콜센터,처리완료,일자리 안정자금 온라인으로 신청하는 방법은 원평균보수월액신청만 하면 되는 것인가요?  아니면 방법좀 알려주세요 ㅜㅜ,콜센터,"고객님 안녕하십니까?근로복지공단 콜센터입니다.먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다.고객님께서 문의하신 내용과 관련하여 2019년 6월 20일 11:13 분경 연락드린 내용으로 답변을 갈음하며, 일자리 안정자금 온라인 신청방법을 참고하시어 원활한 업무진행 되시길 바라겠습니다. ※ 일자리 안정자금 온라인 신청방법 고용산재 토탈서비스 (http://total.kcomwel.or.kr) 회원가입(사업장 또는 대표자 공인인증서로 가입) → 로그인 → 민원접수/신고 → 일자리안정지원신청 → (적용)월평균보수변경신고 메뉴에서 고용보험만 체크 후 신청/변경사유는 기타로 기재/연계되는 일자리안정자금세부내역 작성 후 접수해주시면 되겠습니다.기타 궁금한 사항이 있으시면  근로복지공단콜센터(☎1588-0075 ☞ 0 ☞ 0)로 전화 주시면 성심 성의껏 답변해 드리겠습니다. 보다 나은 서비스 제공을 위해 항상 노력하겠습니다. 이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다.  ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다."
163042,공개,일자리 안정자금 부당수급 신고,2019-06-19,P**,콜센터,처리완료,"글루텐과 베이커리랜드 회사는 모든 직원에게 급여를 최저임금에도 못미치게 지급했음에도 불구하고 그동안 1년 가까이 일자리 안정자금을 수급 받은데 대해, 신고하고자 합니다.  1. 최저임금 위반 2. 연 매출액 10억 이상  글루텐 소재지: 경기도 광주시 오포읍 문형리 420-3 사업자등록번호: 142-06-92484 전화번호: 031-766-3591  베이커리랜드 소재지: 서울시 중구 방산동 2-1번지 사업자등록번호: 603-43-02880 전화번호: 031-766-3591  글루텐과 베이커리랜드는, 글루텐 고명수 사장이 운영하고 있습니다.",콜센터,고객님 안녕하십니까?근로복지공단 콜센터입니다.먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다.일자리 안정자금 부정수급은 부정수급 신고를 바탕으로 담당자가 조사를 진행해야되는 부분이라 콜센터에서 부정수급에 대한 도움을 드리기가 어려운 부분이라 양해부탁드립니다.일자리 안정자금 부정수급 신고는 근로복지공단 홈페이지 (http:://www.kcomwel.or.kr) 상단 메뉴 중 고객소통 → 신고센터 → 일자리안정자금 부정수급신고 메뉴에서 신고가 가능합니다. 번거로우시겠지만 해당 메뉴를 통해 다시한번 신고 부탁드립니다.기타 궁금한 사항이 있으시면 근로복지공단 콜센터(☎1588-0075)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다. 이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다.※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다.
163020,공개,일자리 안정자금에 대한 몇가지 질문입...,2019-06-18,박**,콜센터,처리완료,"고용보험에 가입되어 있는 사업장의 경우, 월평균보수변경신고를 통해서 신청을 하는 것으로 알고 있습니다. 각 용어가 많이 어려워서.... 첫 화면에   1. 고용보험, 산재보험의 변경 후 월평균보수의 의미와 무엇을 적는지 국민연금의 현재 기준소득월액, 변경 후 기준소득월액의 의미와 무엇을 적는지 건강보험의 변경후 보수 월액의 의미와 무엇을 적는지 헷갈립니다. 좀 정확히 알려주시기 바랍니다.   2. 만일 작년과 급여가 동일하여 월평균보수가 동일해도 월평균보수변경신고는 진행을 해야하는지, 진행을 할 때는 변경사유를 그냥 기타로 적으면 되는지 궁금합니다.   3. 근로자의 월평균보수와 정액급여가 각각 어떤 것을 뜻하고, 그 차이가 무엇인지 정확히 잘 모르겠습니다. 인터넷에 찾아보면 둘 다 비과세 소득은 제외한다고 되어있던데, 작성방법에 보면 그것도 아닌 것 같습니다. 정액급여 제외분이라고 적혀있는 부분이 초과근로수당, 상여금중 최저임금산입범위에 포함되지 않는 금액, 식비, 교통비 등 복리후생비 성격중 최저임금 환산액의 7%에 해당하는 부분은 정액급여에서 빠지게 되어 있습니다.   그러면 예를 들어, 기본급 150만원, 식대 10만원, 차량유지비 20만원, 연장수당 50만원이면,  평균보수는 총액 230만원에서 비과세소득 30만원 제외, 200만원이 되고,  정액급여는 총액 230만원에서 연장수당 50만원 제외, 복리후생비(30만원) 중 최저임금환산액 7% 122,161원 제외하여, 1,677,839원이 되는 건가요?  4. 고용보험에 가입되어 있지 않은 외국인근로자는 적용제외 일자리안정자금을 통해 신청하는데, 외국인은 이름을 한글로 쓰면 안되고, 외국인 등록증에 나오는 외국인명을 적어줘야 하는 것이지요?  상기 내용에 대하여, 전화로 답변을 주시지 마시구, 꼭 답변 형식으로 풀어주시기 바랍니다. 근로복지공단에 전화를 드려서 물어봐도 잘 이해가 안되고, 답변이 조금씩 틀린 것 같아서, 꼭 답변 형식으로 풀어주시기를 부탁드립니다. 감사합니다.",콜센터,"고객님 안녕하세요.근로복지공단콜센터입니다.먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사 드립니다.    1. 월평균보수가 변경되지 않았다면 변경 전 후 월평균 보수를 동일하게 작성해주시면 됩니다. 또한 월평균보수가 변경된게 아니라 일자리안정자금 신청을 위해 [월평균보수변경신고서]를 작성하시는 경우, 고용보험만 선택하여 신청해주시면 됩니다. 2. 고용보험 기가입사업장의 취득신고가 이미 되어있는 근로자의 경우 일자리안정자금을 신청하는 별도의 서식이 있지않고, 기존 공단서식 [월평균보수변경신고서]를  통해 신청해주시면 됩니다.따라서 작년과 월평균보수가 동일하더라도, 해당 [월평균보수변경신고서]서식을 통해 신고해주시면 되고, 변경사유는 기타 '일자리안정자금 신청'으로 해주시면 됩니다. 3. 1)월평균보수: 월평균보수는 2019년 1년동안 지급하기로 한 보수총액을 해당 근무개월수로 나눈 금액을 얘기합니다.따라서 근로소득에서 비과세를 제외하고 실제로 근로자가 지급받는 총금액(기본급, 초과근로수당, 각종 상여금, 연차수당 포함)으로 연말정산에 따른 갑근세 원천징수 대상 근로소득과 동일한 개념이라고 보시면 됩니다. 단, 소득세법 시행령에 따른 관련종사자의 경우 연 240만원 한도로 연장근로수당이 비과세로 인정받을 수 있습니다.  2) 정액급여: 정액급여를 최저임금 이상 지급하는지 여부를 판단하기 위함이며, 매월 1회 이상 정기적.일률적으로 전직원에게 지급하는 임금 또는 수당을 얘기합니다.<최저임금법 개정('18.6.12>'19.1.1.부터 매월 1회 이상 정기적으로 지급하는 임금은 최저임금에 산입. 다만, 아래의 임금은 최저임금에 미산입- 근로기준법의 소정근로시간 또는 소정의 근로일에 대하여 지급하는 임금 외의 임금으로서 고용노동부령으로 정하는 임금(초과근로수당 등)- 상여금, 성과급 등 그 밖에 이에 준하는 것으로서 고용노동부령으로 정하는 임금의 월 지급액 중 해당년도 시간급 최저임금액을 기준으로 산정된 월 환산액의 25%에 해당하는 부분- 식비, 숙박비, 교통비 등 근로자의 생활보조 또는 복리후생을 위한 성질의 임금으로서 다음 중 어느 하나에 해당하는 것① 통화 이외의 것(현물)으로 지급하는 임금② 통화로 지급하는 임김의 월 지급액 중 해당 연도 시간급 최저임금액을 기준으로 산정된 월 환산액의 7%에 해당하는 부분 이에 따라, 매월 1회 이상 정기적으로 지급하는 상여금과 현금으로 지급하는 복리후생비의 경우 해당 연도 시간급 최조임금액을 기준으로 산정된 월 환산액의 25%(정기상여금 연 300%)와 7%를 초과하는 부분은 최저임금에 산입 따라서 고객님께서 예시를 들어주신 기준으로만 본다면 월평균보수와 정액급여 산정방법이 맞습니다.  4. 외국인근로자의 이름은 외국인 등록증상에 확인되는 외국인명으로 기재해주시기 바랍니다.기타 저희 근로복지공단 문의 관련해서는 언제든지 근로복지공단 콜센터(☎1588-0075) 로 전화를 주시면 성심 성의껏 답변해 드리겠습니다. ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다."
162999,공개,일자리안정자금질문,2019-06-18,임**,콜센터,처리완료,중국 외국인도 4대보험 가입하면 일자리안정자금 혜택받을수 있나요?,콜센터,"고객님 안녕하십니까?근로복지공단 콜센터입니다.먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다.일자리안정자금 외국인근로자 지원요건에 대해서 아래와 같이 안내해 드립니다.외국인근로자의 체류자격(총24종) 중 지원이 부적절한 경우를 제외하고  일자리 안정자금 지원이 적절하다고 판단되는 체류자격에 대해서 지원합니다. 그 체류자격은 고용보험법상 임의가입이 허용되어 있는 체류자격으로 한정합니다.예) d-7 ~ d-9 , e-1 ~ e-10, f-2, f-4 ~ f-6, h2 등 다만, 해당 사업장 근무여부 검증이 어려우므로 지원대상 사업장에 사회보험(고용보험,건강보험 등)이 가입된 경우에만 지원이 가능합니다.고용보험 적용제외 사업장의 외국인근로자는 사회보험 가입여부 확인을 제외하고 있으니 참고해 주시기 바랍니다. 기타 궁금한 사항이 있으시면 근로복지공단 콜센터(☎1588-0075-상담사연결 후 일자리전담 0번)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다. 이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다.※  인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다.     "
162996,공개,일자리 안정자금 신청,2019-06-18,김**,콜센터,처리완료,안녕하세요. 어머니께서 운영하시는 사업장에서 직원분 일자리 안정자금을 신청했는데 어머니 계좌로 한번도 돈이 안들어왔다고해서 글 남깁니다. 감사합니다.,콜센터,"고객님 안녕하십니까?근로복지공단 콜 센터입니다.먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사 드립니다.   ◈ 고객님께서 문의하신 일자리안정자금 처리 여부와 관련하여 2019년 6월 19일 15:36분경 유선상 답변을 드렸으며, 통화 내용으로 답변을 갈음하고자 합니다. 기타 궁금한 사항이 있으시면  근로복지공단콜센터(☎1588-0075→0번→0번)로 전화 주시면 성심 성의껏 답변해 드리겠습니다. 고맙습니다.  오늘도 행복한 하루 보내시길 바랍니다.   ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료 등으로 사용할 수 없으니 참고하시기 바랍니다. "
162992,공개,경비원 교체,2019-06-18,이**,콜센터,처리완료,일자리안정자금을 받던 경비원이 계약 만료되어 그 경비원을 다른 사람과 교체 했을때 일자리안정자금을 계속 받을수 있는지 알고싶습니다.,콜센터,"고객님 안녕하세요.근로복지공단콜센터입니다.먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사 드립니다.일자리안정자금 지원대상자에 대해 정당한 사유 없는 해고(피보험자격상실코드 23번) 시 지원이 종료됩니다.계약 만료로 인한 퇴사의 경우 위 지원종료 상황에 해당되지 않기때문에 일자리안정자금을 계속 지원 받으실 수 있습니다.다만, 신규로 입사하신 경비원에 대해서는 취득신고서 + 일자리 안정자금 신청 세부내역(공동주택용)으로 일자리안정자금을 함께 신청해주시거나, 이미 취득신고를 하신 경우에는 월평균보수변경신고서 + 일자리 안정자금 신청 세부내역(공동주택용)으로 신청해주시면 됩니다.     기타 저희 근로복지공단 문의 관련해서는 언제든지 근로복지공단 콜센터(☎1588-0075)로 전화 주시면 성심 성의껏 답변해 드리겠습니다. ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다."
162990,공개,안녕하세요. 일자리 안정자금 지원 가...,2019-06-18,곽**,콜센터,처리완료,안녕하세요. 일자리 안정자금 지원 가능여부 안내 부탁드립니다.  사업자 번호 546-30-00371 대호트레이딩 도소매 무역업 전자상거래업 직원 1 (4대보험)  연락바랍니다. 010-6868-8511 감사합니다.,콜센터,"고객님 안녕하십니까?근로복지공단 콜센터입니다.먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다.고객님이 문의주신 내용에 대한 답변입니다.일자리 안정자금 지원대상은 30인 미만(55세 이상 고령자 : 300인 미만)의 근로자를 고용하고 있는 사업주로 최저임금을 준수하고 있는 사업주가 대상이 됩니다. 다만 과세소득이 5억원을 초과하는 고소득 사업주, 임금체불 명단이 공개된 사업주, 국가 및 공공기관, 국가 등으로부터 인건비를 지원받은 사업주는 지원에서 제외가 됩니다. 신청 가능한 근로자는 월 평균보수가 210만원 이하이고, 1개월 이상 고용이 유지된 근로자에 대해 신청 가능하고 혹시 근로자가 특수 관계자인 경우에 제외가 됩니다. 고용보험 가입대상자는 고용보험 가입이 되어 있어야 하며 19년도 이전부터 계속 근무했던 기존근로자는 최소한 전년도 보수수준을 유지해야합니다. 이런 요건에 충족이 된다면 일자리 안정자금을 신청하셔서 심사 받아보시면 됩니다.※ 일자리 안정자금 온라인 신청방법고용산재 토탈서비스 (http://total.kcomwel.or.kr) 회원가입(사업장 또는 대표자 공인인증서로 가입) → 로그인 → 민원접수/신고 → 일자리안정지원신청 → (적용)월평균보수변경신고 메뉴에서 고용보험만 체크 후 신청/변경사유는 기타로 기재/연계되는 일자리안정자금세부내역 작성 후 접수해주시면 되겠습니다.위 상담으로 고객님의 궁금증이 해소되었기를 바라며, 답변이 충분하지  않았거나 기타 궁금한 사항이 있으시면  근로복지공단 콜 센터(☎1588-0075)로 전화 주시면 성심 성의껏 답변해 드리겠습니다. 늘 건강유의하시고 고객님의 가정에 따뜻함과 포근함이 가득 넘치길 바라겠습니다. 이용해 주셔서 감사합니다.※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다. "
